Entry Time,Expiry Time,Asset,Direction,Timeframe,Result,Stake,Payout %,P/L,Confidence,Provider
2026-05-22 19:02:00,2026-05-22 19:07:00,EUR/USD,SELL,M5,win,10.00,0.80,8.00,0.87,QuantEdge Bot
2026-05-22 19:56:00,2026-05-22 20:11:00,EUR/USD,BUY,M15,win,5.00,0.84,4.20,0.86,AlphaPips Room
2026-05-23 08:37:00,2026-05-23 08:42:00,EUR/USD,BUY,M5,win,50.00,0.82,41.00,0.92,Daily Binary Club
2026-05-23 10:29:00,2026-05-23 10:44:00,GBP/JPY,SELL,M15,loss,10.00,0.79,-10.00,0.83,Manual — own analysis
2026-05-23 16:43:00,2026-05-23 16:58:00,EUR/USD,BUY,M15,win,50.00,0.83,41.50,0.78,Manual — own analysis
2026-05-24 16:30:00,2026-05-24 16:35:00,EUR/USD,BUY,M5,loss,20.00,0.82,-20.00,0.67,TelegramVIPSignals
2026-05-25 08:01:00,2026-05-25 08:02:00,EUR/USD,BUY,M1,win,20.00,0.83,16.60,0.79,Manual — own analysis
2026-05-25 12:02:00,2026-05-25 12:05:00,AUD/USD,BUY,M3,loss,50.00,0.81,-50.00,0.94,QuantEdge Bot
2026-05-25 14:40:00,2026-05-25 14:43:00,AUD/USD,BUY,M3,loss,50.00,0.80,-50.00,0.71,AlphaPips Room
2026-05-25 17:11:00,2026-05-25 17:16:00,USD/CAD,BUY,M5,win,10.00,0.77,7.70,0.75,AlphaPips Room
2026-05-25 18:09:00,2026-05-25 18:12:00,GBP/USD,SELL,M3,loss,5.00,0.82,-5.00,0.74,Manual — own analysis
2026-05-25 18:29:00,2026-05-25 18:30:00,GBP/USD,SELL,M1,loss,10.00,0.80,-10.00,0.78,Manual — own analysis
2026-05-26 06:31:00,2026-05-26 07:01:00,EUR/USD,BUY,M30,win,10.00,0.81,8.10,0.59,AlphaPips Room
2026-05-26 10:57:00,2026-05-26 11:00:00,EUR/USD,BUY,M3,loss,10.00,0.85,-10.00,0.62,Daily Binary Club
2026-05-26 13:59:00,2026-05-26 14:04:00,GBP/JPY,BUY,M5,win,10.00,0.78,7.80,0.80,Manual — own analysis
2026-05-26 14:54:00,2026-05-26 14:55:00,BTC/USD,SELL,M1,win,10.00,0.68,6.80,0.58,QuantEdge Bot
2026-05-27 06:04:00,2026-05-27 06:34:00,USD/JPY,BUY,M30,win,20.00,0.84,16.80,0.60,AlphaPips Room
2026-05-27 07:41:00,2026-05-27 07:44:00,USD/CAD,SELL,M3,win,5.00,0.83,4.15,0.75,QuantEdge Bot
2026-05-27 09:20:00,2026-05-27 09:25:00,USD/JPY,SELL,M5,loss,25.00,0.81,-25.00,0.88,TelegramVIPSignals
2026-05-27 11:02:00,2026-05-27 11:17:00,GBP/JPY,SELL,M15,win,10.00,0.74,7.40,0.79,AlphaPips Room
2026-05-27 12:06:00,2026-05-27 12:07:00,GBP/USD,BUY,M1,win,10.00,0.78,7.80,0.88,QuantEdge Bot
2026-05-27 12:47:00,2026-05-27 12:50:00,GBP/USD,BUY,M3,win,10.00,0.80,8.00,0.61,QuantEdge Bot
2026-05-27 14:52:00,2026-05-27 14:57:00,EUR/USD OTC,SELL,M5,win,10.00,0.83,8.30,0.70,QuantEdge Bot
2026-05-27 14:53:00,2026-05-27 15:08:00,XAU/USD,BUY,M15,loss,10.00,0.72,-10.00,0.74,TelegramVIPSignals
2026-05-27 15:27:00,2026-05-27 15:32:00,EUR/USD,SELL,M5,loss,10.00,0.83,-10.00,0.78,QuantEdge Bot
2026-05-27 16:56:00,2026-05-27 17:01:00,AUD/USD,SELL,M5,loss,50.00,0.80,-50.00,0.66,QuantEdge Bot
2026-05-27 17:44:00,2026-05-27 17:59:00,EUR/USD OTC,BUY,M15,win,5.00,0.84,4.20,0.65,AlphaPips Room
2026-05-27 18:09:00,2026-05-27 18:12:00,BTC/USD,BUY,M3,loss,20.00,0.72,-20.00,0.80,Daily Binary Club
2026-05-28 11:22:00,2026-05-28 11:37:00,EUR/USD,SELL,M15,win,50.00,0.83,41.50,0.64,AlphaPips Room
2026-05-28 14:29:00,2026-05-28 14:34:00,BTC/USD,SELL,M5,win,10.00,0.71,7.10,0.92,AlphaPips Room
2026-05-28 15:21:00,2026-05-28 15:26:00,GBP/USD,BUY,M5,loss,10.00,0.79,-10.00,0.86,AlphaPips Room
2026-05-28 18:59:00,2026-05-28 19:14:00,EUR/USD,BUY,M15,loss,50.00,0.82,-50.00,0.55,TelegramVIPSignals
2026-05-29 09:57:00,2026-05-29 10:12:00,GBP/USD OTC,SELL,M15,win,20.00,0.84,16.80,0.94,Manual — own analysis
2026-05-29 10:19:00,2026-05-29 10:22:00,USD/CAD,BUY,M3,win,10.00,0.79,7.90,0.94,QuantEdge Bot
2026-05-29 10:26:00,2026-05-29 10:29:00,GBP/USD,SELL,M3,win,5.00,0.83,4.15,0.95,Manual — own analysis
2026-05-29 11:09:00,2026-05-29 11:24:00,GBP/USD OTC,SELL,M15,loss,20.00,0.82,-20.00,0.84,Daily Binary Club
2026-05-29 11:55:00,2026-05-29 11:58:00,GBP/USD,SELL,M3,loss,10.00,0.81,-10.00,0.90,QuantEdge Bot
2026-05-29 11:59:00,2026-05-29 12:04:00,BTC/USD,BUY,M5,loss,5.00,0.73,-5.00,0.73,QuantEdge Bot
2026-05-29 12:34:00,2026-05-29 12:35:00,EUR/JPY,SELL,M1,loss,20.00,0.81,-20.00,0.59,QuantEdge Bot
2026-05-29 13:14:00,2026-05-29 13:15:00,EUR/USD OTC,SELL,M1,loss,10.00,0.85,-10.00,0.58,Daily Binary Club
2026-05-29 14:21:00,2026-05-29 14:24:00,EUR/USD,SELL,M3,loss,50.00,0.82,-50.00,0.73,AlphaPips Room
2026-05-29 15:55:00,2026-05-29 15:58:00,GBP/USD,SELL,M3,loss,25.00,0.79,-25.00,0.66,QuantEdge Bot
2026-05-29 16:59:00,2026-05-29 17:59:00,EUR/JPY,SELL,H1,win,25.00,0.81,20.25,0.91,AlphaPips Room
2026-05-29 17:08:00,2026-05-29 17:13:00,EUR/USD,BUY,M5,win,50.00,0.79,39.50,0.65,Manual — own analysis
2026-05-29 19:07:00,2026-05-29 20:07:00,AUD/USD,SELL,H1,win,10.00,0.77,7.70,0.72,Daily Binary Club
2026-05-31 17:20:00,2026-05-31 17:21:00,AUD/USD,SELL,M1,loss,25.00,0.76,-25.00,0.82,Manual — own analysis
2026-05-31 19:15:00,2026-05-31 19:16:00,EUR/USD,BUY,M1,win,20.00,0.80,16.00,0.63,Manual — own analysis
2026-05-31 21:33:00,2026-05-31 21:38:00,AUD/USD,SELL,M5,win,5.00,0.77,3.85,0.89,QuantEdge Bot
2026-06-01 09:06:00,2026-06-01 09:36:00,GBP/USD,BUY,M30,win,25.00,0.83,20.75,0.88,Manual — own analysis
2026-06-01 11:23:00,2026-06-01 11:28:00,EUR/USD,SELL,M5,loss,10.00,0.84,-10.00,0.70,QuantEdge Bot
2026-06-01 13:16:00,2026-06-01 13:21:00,GBP/USD OTC,BUY,M5,win,10.00,0.84,8.40,0.89,Manual — own analysis
2026-06-01 14:15:00,2026-06-01 14:20:00,EUR/USD,SELL,M5,win,5.00,0.83,4.15,0.66,Manual — own analysis
2026-06-01 17:09:00,2026-06-01 17:10:00,EUR/USD OTC,BUY,M1,loss,5.00,0.83,-5.00,0.86,Daily Binary Club
2026-06-01 18:52:00,2026-06-01 19:07:00,USD/CAD,BUY,M15,loss,25.00,0.78,-25.00,0.82,QuantEdge Bot
2026-06-02 06:09:00,2026-06-02 06:14:00,BTC/USD,SELL,M5,loss,20.00,0.72,-20.00,0.63,QuantEdge Bot
2026-06-02 07:14:00,2026-06-02 07:15:00,USD/JPY,BUY,M1,loss,10.00,0.82,-10.00,0.60,QuantEdge Bot
2026-06-02 07:26:00,2026-06-02 07:31:00,EUR/USD OTC,SELL,M5,win,25.00,0.86,21.50,0.77,TelegramVIPSignals
2026-06-02 07:52:00,2026-06-02 07:55:00,EUR/USD OTC,SELL,M3,loss,10.00,0.87,-10.00,0.92,Manual — own analysis
2026-06-02 09:29:00,2026-06-02 09:34:00,EUR/USD,SELL,M5,win,10.00,0.85,8.50,0.78,QuantEdge Bot
2026-06-02 11:58:00,2026-06-02 12:03:00,USD/CAD,SELL,M5,loss,20.00,0.82,-20.00,0.95,AlphaPips Room
2026-06-02 13:38:00,2026-06-02 13:53:00,USD/JPY,BUY,M15,loss,20.00,0.79,-20.00,0.91,Daily Binary Club
2026-06-02 13:39:00,2026-06-02 13:54:00,EUR/USD OTC,SELL,M15,loss,25.00,0.86,-25.00,0.69,AlphaPips Room
2026-06-02 14:38:00,2026-06-02 14:39:00,GBP/USD,BUY,M1,loss,25.00,0.81,-25.00,0.74,Daily Binary Club
2026-06-02 16:18:00,2026-06-02 16:19:00,USD/JPY,SELL,M1,win,20.00,0.79,15.80,0.80,Manual — own analysis
2026-06-02 17:16:00,2026-06-02 17:19:00,EUR/USD OTC,BUY,M3,loss,50.00,0.85,-50.00,0.58,AlphaPips Room
2026-06-02 17:19:00,2026-06-02 17:34:00,AUD/USD,SELL,M15,win,10.00,0.75,7.50,0.80,AlphaPips Room
2026-06-02 18:37:00,2026-06-02 19:37:00,EUR/JPY,SELL,H1,win,25.00,0.79,19.75,0.93,AlphaPips Room
2026-06-03 08:49:00,2026-06-03 08:52:00,EUR/JPY,SELL,M3,win,50.00,0.81,40.50,0.80,QuantEdge Bot
2026-06-03 16:14:00,2026-06-03 16:19:00,EUR/USD,BUY,M5,win,50.00,0.81,40.50,0.81,Manual — own analysis
2026-06-03 18:29:00,2026-06-03 18:34:00,GBP/JPY,BUY,M5,loss,10.00,0.74,-10.00,0.66,AlphaPips Room
2026-06-03 18:50:00,2026-06-03 18:53:00,BTC/USD,BUY,M3,win,20.00,0.73,14.60,0.73,AlphaPips Room
2026-06-04 08:00:00,2026-06-04 08:01:00,EUR/JPY,BUY,M1,win,20.00,0.79,15.80,0.59,QuantEdge Bot
2026-06-04 08:49:00,2026-06-04 08:50:00,GBP/USD OTC,BUY,M1,win,50.00,0.85,42.50,0.69,QuantEdge Bot
2026-06-04 09:45:00,2026-06-04 09:48:00,USD/JPY,SELL,M3,win,10.00,0.82,8.20,0.85,Manual — own analysis
2026-06-04 10:32:00,2026-06-04 10:35:00,EUR/USD,SELL,M3,win,50.00,0.85,42.50,0.80,Daily Binary Club
2026-06-04 11:10:00,2026-06-04 11:15:00,EUR/USD OTC,SELL,M5,loss,25.00,0.86,-25.00,0.86,AlphaPips Room
2026-06-04 13:42:00,2026-06-04 13:43:00,GBP/USD,BUY,M1,loss,10.00,0.77,-10.00,0.82,AlphaPips Room
2026-06-04 14:47:00,2026-06-04 14:52:00,GBP/USD OTC,SELL,M5,win,20.00,0.84,16.80,0.78,TelegramVIPSignals
2026-06-04 16:00:00,2026-06-04 16:15:00,GBP/JPY,BUY,M15,loss,20.00,0.76,-20.00,0.88,Daily Binary Club
2026-06-04 17:17:00,2026-06-04 17:47:00,GBP/USD,BUY,M30,loss,50.00,0.82,-50.00,0.57,Daily Binary Club
2026-06-04 18:39:00,2026-06-04 18:54:00,GBP/USD OTC,BUY,M15,win,25.00,0.85,21.25,0.76,Manual — own analysis
2026-06-04 19:14:00,2026-06-04 19:29:00,GBP/USD,SELL,M15,win,5.00,0.78,3.90,0.88,Manual — own analysis
2026-06-04 19:27:00,2026-06-04 19:28:00,USD/JPY,SELL,M1,win,50.00,0.83,41.50,0.59,AlphaPips Room
2026-06-05 08:31:00,2026-06-05 08:36:00,EUR/USD OTC,SELL,M5,loss,10.00,0.86,-10.00,0.61,Daily Binary Club
2026-06-05 10:15:00,2026-06-05 10:18:00,EUR/USD,SELL,M3,win,25.00,0.83,20.75,0.58,AlphaPips Room
2026-06-05 13:10:00,2026-06-05 13:13:00,USD/CAD,SELL,M3,win,20.00,0.83,16.60,0.84,AlphaPips Room
2026-06-05 18:59:00,2026-06-05 19:02:00,GBP/USD OTC,SELL,M3,loss,10.00,0.85,-10.00,0.67,Daily Binary Club
2026-06-06 18:53:00,2026-06-06 18:58:00,AUD/USD,BUY,M5,win,50.00,0.77,38.50,0.58,QuantEdge Bot
2026-06-06 19:14:00,2026-06-06 19:15:00,USD/JPY,SELL,M1,loss,50.00,0.83,-50.00,0.93,QuantEdge Bot
2026-06-07 08:32:00,2026-06-07 08:33:00,USD/CAD,SELL,M1,loss,20.00,0.78,-20.00,0.85,AlphaPips Room
2026-06-07 15:09:00,2026-06-07 15:12:00,GBP/USD,SELL,M3,loss,10.00,0.78,-10.00,0.73,Daily Binary Club
2026-06-08 08:53:00,2026-06-08 08:54:00,USD/CAD,BUY,M1,loss,10.00,0.78,-10.00,0.94,Daily Binary Club
2026-06-08 09:44:00,2026-06-08 10:14:00,GBP/USD,SELL,M30,loss,5.00,0.78,-5.00,0.87,TelegramVIPSignals
2026-06-08 10:16:00,2026-06-08 10:31:00,EUR/USD OTC,SELL,M15,loss,50.00,0.88,-50.00,0.73,QuantEdge Bot
2026-06-08 10:46:00,2026-06-08 11:16:00,XAU/USD,SELL,M30,loss,5.00,0.72,-5.00,0.66,AlphaPips Room
2026-06-08 11:18:00,2026-06-08 11:21:00,BTC/USD,SELL,M3,win,5.00,0.70,3.50,0.56,AlphaPips Room
2026-06-08 12:12:00,2026-06-08 12:13:00,USD/JPY,SELL,M1,win,50.00,0.79,39.50,0.73,AlphaPips Room
2026-06-08 15:10:00,2026-06-08 15:11:00,GBP/JPY,SELL,M1,loss,5.00,0.78,-5.00,0.92,Daily Binary Club
2026-06-08 15:44:00,2026-06-08 15:59:00,GBP/USD,BUY,M15,loss,20.00,0.78,-20.00,0.58,QuantEdge Bot
2026-06-08 16:37:00,2026-06-08 16:52:00,USD/JPY,SELL,M15,win,50.00,0.83,41.50,0.78,QuantEdge Bot
2026-06-08 17:15:00,2026-06-08 17:20:00,XAU/USD,BUY,M5,win,50.00,0.75,37.50,0.71,QuantEdge Bot
2026-06-08 19:02:00,2026-06-08 19:17:00,USD/CAD,BUY,M15,loss,10.00,0.81,-10.00,0.91,QuantEdge Bot
2026-06-09 08:28:00,2026-06-09 08:33:00,EUR/USD OTC,BUY,M5,loss,20.00,0.84,-20.00,0.74,QuantEdge Bot
2026-06-09 09:26:00,2026-06-09 09:27:00,EUR/JPY,SELL,M1,loss,20.00,0.76,-20.00,0.93,AlphaPips Room
2026-06-09 11:36:00,2026-06-09 12:06:00,USD/CAD,SELL,M30,loss,10.00,0.81,-10.00,0.80,AlphaPips Room
2026-06-09 11:40:00,2026-06-09 11:45:00,EUR/USD,SELL,M5,loss,10.00,0.81,-10.00,0.81,TelegramVIPSignals
2026-06-09 12:14:00,2026-06-09 12:19:00,GBP/USD,SELL,M5,loss,10.00,0.82,-10.00,0.75,TelegramVIPSignals
2026-06-09 12:23:00,2026-06-09 12:38:00,EUR/USD,BUY,M15,loss,25.00,0.81,-25.00,0.67,AlphaPips Room
2026-06-09 14:40:00,2026-06-09 14:45:00,BTC/USD,SELL,M5,loss,50.00,0.69,-50.00,0.71,TelegramVIPSignals
2026-06-09 17:46:00,2026-06-09 17:51:00,BTC/USD,SELL,M5,loss,50.00,0.71,-50.00,0.95,QuantEdge Bot
2026-06-09 19:27:00,2026-06-09 19:30:00,EUR/JPY,SELL,M3,loss,25.00,0.80,-25.00,0.66,Manual — own analysis
2026-06-10 07:02:00,2026-06-10 07:03:00,GBP/JPY,BUY,M1,loss,5.00,0.77,-5.00,0.60,Daily Binary Club
2026-06-10 09:09:00,2026-06-10 09:12:00,EUR/USD,BUY,M3,loss,50.00,0.83,-50.00,0.57,Manual — own analysis
2026-06-10 10:45:00,2026-06-10 11:00:00,EUR/USD,SELL,M15,loss,20.00,0.83,-20.00,0.84,Daily Binary Club
2026-06-10 12:10:00,2026-06-10 12:40:00,GBP/USD OTC,BUY,M30,loss,50.00,0.82,-50.00,0.67,AlphaPips Room
2026-06-10 12:23:00,2026-06-10 12:28:00,USD/CAD,BUY,M5,loss,50.00,0.80,-50.00,0.70,QuantEdge Bot
2026-06-10 13:15:00,2026-06-10 13:16:00,EUR/USD,BUY,M1,loss,10.00,0.83,-10.00,0.76,Daily Binary Club
2026-06-10 13:58:00,2026-06-10 14:03:00,XAU/USD,SELL,M5,win,10.00,0.76,7.60,0.55,Manual — own analysis
2026-06-10 19:09:00,2026-06-10 19:12:00,USD/JPY,BUY,M3,loss,10.00,0.82,-10.00,0.86,QuantEdge Bot
2026-06-10 19:15:00,2026-06-10 19:18:00,AUD/USD,SELL,M3,loss,10.00,0.75,-10.00,0.86,TelegramVIPSignals
2026-06-11 06:42:00,2026-06-11 06:43:00,EUR/JPY,SELL,M1,draw,50.00,0.82,0.00,0.77,Daily Binary Club
2026-06-11 08:17:00,2026-06-11 08:18:00,EUR/USD,SELL,M1,loss,10.00,0.80,-10.00,0.80,Manual — own analysis
2026-06-11 09:51:00,2026-06-11 09:56:00,GBP/USD,SELL,M5,win,5.00,0.78,3.90,0.85,AlphaPips Room
2026-06-11 12:28:00,2026-06-11 12:43:00,GBP/USD OTC,SELL,M15,loss,5.00,0.88,-5.00,0.75,AlphaPips Room
2026-06-11 14:31:00,2026-06-11 14:32:00,AUD/USD,SELL,M1,loss,10.00,0.75,-10.00,0.74,QuantEdge Bot
2026-06-11 15:51:00,2026-06-11 15:52:00,BTC/USD,BUY,M1,loss,50.00,0.70,-50.00,0.56,Daily Binary Club
2026-06-11 19:47:00,2026-06-11 19:52:00,AUD/USD,BUY,M5,loss,10.00,0.76,-10.00,0.70,TelegramVIPSignals
2026-06-12 07:08:00,2026-06-12 07:13:00,EUR/USD OTC,SELL,M5,loss,10.00,0.86,-10.00,0.84,AlphaPips Room
2026-06-12 08:10:00,2026-06-12 08:40:00,USD/CAD,SELL,M30,win,5.00,0.82,4.10,0.58,Manual — own analysis
2026-06-12 11:39:00,2026-06-12 11:42:00,EUR/USD,BUY,M3,loss,10.00,0.85,-10.00,0.79,QuantEdge Bot
2026-06-12 12:22:00,2026-06-12 12:37:00,GBP/JPY,SELL,M15,win,10.00,0.78,7.80,0.61,Daily Binary Club
2026-06-12 13:07:00,2026-06-12 13:08:00,EUR/JPY,BUY,M1,loss,50.00,0.76,-50.00,0.68,QuantEdge Bot
2026-06-12 13:25:00,2026-06-12 13:28:00,BTC/USD,SELL,M3,win,25.00,0.68,17.00,0.88,Manual — own analysis
2026-06-12 14:32:00,2026-06-12 14:35:00,USD/JPY,BUY,M3,loss,5.00,0.81,-5.00,0.88,Daily Binary Club
2026-06-12 14:35:00,2026-06-12 14:36:00,AUD/USD,BUY,M1,loss,20.00,0.78,-20.00,0.75,Daily Binary Club
2026-06-12 14:40:00,2026-06-12 14:45:00,EUR/USD,BUY,M5,loss,10.00,0.84,-10.00,0.91,TelegramVIPSignals
2026-06-12 14:41:00,2026-06-12 14:42:00,AUD/USD,SELL,M1,loss,25.00,0.80,-25.00,0.81,Manual — own analysis
2026-06-12 17:36:00,2026-06-12 17:39:00,USD/CAD,SELL,M3,win,5.00,0.81,4.05,0.92,AlphaPips Room
2026-06-13 21:41:00,2026-06-13 21:44:00,EUR/USD,BUY,M3,win,25.00,0.82,20.50,0.67,Manual — own analysis
2026-06-15 06:43:00,2026-06-15 06:44:00,EUR/USD OTC,SELL,M1,loss,10.00,0.84,-10.00,0.60,AlphaPips Room
2026-06-15 13:09:00,2026-06-15 13:24:00,GBP/USD OTC,SELL,M15,draw,10.00,0.88,0.00,0.83,Manual — own analysis
2026-06-15 17:24:00,2026-06-15 17:29:00,EUR/USD,SELL,M5,loss,50.00,0.82,-50.00,0.59,Daily Binary Club
2026-06-15 18:20:00,2026-06-15 18:23:00,EUR/JPY,SELL,M3,loss,10.00,0.80,-10.00,0.60,Daily Binary Club
2026-06-15 18:37:00,2026-06-15 18:40:00,USD/JPY,SELL,M3,loss,20.00,0.80,-20.00,0.76,Manual — own analysis
2026-06-16 08:43:00,2026-06-16 08:44:00,AUD/USD,BUY,M1,win,10.00,0.80,8.00,0.95,Manual — own analysis
2026-06-16 08:59:00,2026-06-16 09:00:00,EUR/USD,BUY,M1,win,5.00,0.79,3.95,0.62,QuantEdge Bot
2026-06-16 10:25:00,2026-06-16 10:30:00,AUD/USD,BUY,M5,loss,5.00,0.78,-5.00,0.92,Manual — own analysis
2026-06-16 11:26:00,2026-06-16 11:41:00,AUD/USD,SELL,M15,loss,5.00,0.76,-5.00,0.79,Daily Binary Club
2026-06-16 15:48:00,2026-06-16 15:51:00,EUR/USD,BUY,M3,win,20.00,0.84,16.80,0.82,QuantEdge Bot
2026-06-16 16:42:00,2026-06-16 16:47:00,GBP/USD,SELL,M5,win,50.00,0.80,40.00,0.66,AlphaPips Room
2026-06-16 19:09:00,2026-06-16 19:14:00,AUD/USD,BUY,M5,win,20.00,0.80,16.00,0.94,Daily Binary Club
2026-06-17 06:55:00,2026-06-17 06:56:00,USD/CAD,SELL,M1,win,10.00,0.77,7.70,0.91,AlphaPips Room
2026-06-17 06:55:00,2026-06-17 06:56:00,EUR/JPY,SELL,M1,loss,10.00,0.79,-10.00,0.80,Manual — own analysis
2026-06-17 08:34:00,2026-06-17 08:35:00,USD/CAD,BUY,M1,loss,10.00,0.78,-10.00,0.62,AlphaPips Room
2026-06-17 12:59:00,2026-06-17 13:29:00,AUD/USD,BUY,M30,loss,10.00,0.81,-10.00,0.76,Daily Binary Club
2026-06-17 13:23:00,2026-06-17 13:24:00,USD/JPY,BUY,M1,win,10.00,0.82,8.20,0.73,QuantEdge Bot
2026-06-17 15:15:00,2026-06-17 15:16:00,AUD/USD,SELL,M1,win,5.00,0.76,3.80,0.70,Daily Binary Club
2026-06-17 17:15:00,2026-06-17 17:16:00,AUD/USD,BUY,M1,win,10.00,0.78,7.80,0.84,Manual — own analysis
2026-06-17 18:30:00,2026-06-17 18:35:00,XAU/USD,BUY,M5,win,25.00,0.74,18.50,0.73,QuantEdge Bot
2026-06-17 19:46:00,2026-06-17 19:47:00,EUR/USD,BUY,M1,loss,50.00,0.84,-50.00,0.60,Manual — own analysis
2026-06-17 19:47:00,2026-06-17 19:52:00,EUR/USD,BUY,M5,win,50.00,0.79,39.50,0.79,AlphaPips Room
2026-06-18 08:03:00,2026-06-18 08:08:00,EUR/USD OTC,SELL,M5,win,25.00,0.86,21.50,0.59,QuantEdge Bot
2026-06-18 08:37:00,2026-06-18 08:38:00,GBP/USD,BUY,M1,win,25.00,0.79,19.75,0.57,Daily Binary Club
2026-06-18 10:33:00,2026-06-18 10:34:00,EUR/USD OTC,SELL,M1,loss,10.00,0.83,-10.00,0.88,QuantEdge Bot
2026-06-18 12:56:00,2026-06-18 13:11:00,GBP/USD OTC,SELL,M15,loss,10.00,0.85,-10.00,0.82,QuantEdge Bot
2026-06-18 13:10:00,2026-06-18 13:25:00,AUD/USD,BUY,M15,loss,10.00,0.79,-10.00,0.78,QuantEdge Bot
2026-06-18 13:57:00,2026-06-18 14:02:00,EUR/USD,SELL,M5,win,10.00,0.80,8.00,0.87,Manual — own analysis
2026-06-18 16:41:00,2026-06-18 16:46:00,GBP/USD,SELL,M5,win,50.00,0.80,40.00,0.78,AlphaPips Room
2026-06-18 17:00:00,2026-06-18 17:05:00,EUR/JPY,BUY,M5,win,10.00,0.77,7.70,0.94,AlphaPips Room
2026-06-18 17:49:00,2026-06-18 17:50:00,EUR/USD OTC,SELL,M1,win,50.00,0.83,41.50,0.91,Manual — own analysis
2026-06-18 19:45:00,2026-06-18 19:48:00,EUR/USD,BUY,M3,win,10.00,0.85,8.50,0.67,Manual — own analysis
2026-06-19 07:38:00,2026-06-19 07:43:00,GBP/JPY,SELL,M5,loss,20.00,0.75,-20.00,0.62,TelegramVIPSignals
2026-06-19 08:33:00,2026-06-19 08:36:00,EUR/USD,BUY,M3,win,5.00,0.79,3.95,0.77,QuantEdge Bot
2026-06-19 09:10:00,2026-06-19 09:11:00,EUR/USD,BUY,M1,win,20.00,0.85,17.00,0.67,Daily Binary Club
2026-06-19 14:22:00,2026-06-19 14:27:00,EUR/USD,SELL,M5,win,5.00,0.81,4.05,0.81,AlphaPips Room
2026-06-19 15:30:00,2026-06-19 16:30:00,BTC/USD,SELL,H1,win,10.00,0.72,7.20,0.81,AlphaPips Room
2026-06-19 16:46:00,2026-06-19 16:49:00,EUR/JPY,BUY,M3,loss,50.00,0.76,-50.00,0.88,AlphaPips Room
2026-06-19 16:59:00,2026-06-19 17:04:00,USD/JPY,BUY,M5,loss,50.00,0.78,-50.00,0.61,Daily Binary Club
2026-06-19 17:52:00,2026-06-19 17:55:00,GBP/JPY,BUY,M3,loss,50.00,0.77,-50.00,0.69,Manual — own analysis
2026-06-19 18:34:00,2026-06-19 18:49:00,AUD/USD,SELL,M15,loss,50.00,0.80,-50.00,0.85,Daily Binary Club
2026-06-19 19:19:00,2026-06-19 19:24:00,AUD/USD,SELL,M5,win,50.00,0.78,39.00,0.60,TelegramVIPSignals
2026-06-22 07:31:00,2026-06-22 07:36:00,EUR/USD,SELL,M5,win,50.00,0.80,40.00,0.92,Manual — own analysis
2026-06-22 07:46:00,2026-06-22 07:47:00,EUR/USD OTC,SELL,M1,win,20.00,0.87,17.40,0.78,AlphaPips Room
2026-06-22 07:47:00,2026-06-22 07:52:00,EUR/USD,SELL,M5,loss,20.00,0.81,-20.00,0.82,AlphaPips Room
2026-06-22 08:35:00,2026-06-22 08:36:00,GBP/USD OTC,SELL,M1,loss,25.00,0.87,-25.00,0.62,AlphaPips Room
2026-06-22 12:18:00,2026-06-22 12:23:00,EUR/USD,SELL,M5,win,25.00,0.79,19.75,0.57,QuantEdge Bot
2026-06-22 13:43:00,2026-06-22 14:13:00,BTC/USD,BUY,M30,loss,10.00,0.73,-10.00,0.88,AlphaPips Room
2026-06-22 15:56:00,2026-06-22 16:11:00,AUD/USD,SELL,M15,win,50.00,0.79,39.50,0.81,Manual — own analysis
2026-06-22 17:02:00,2026-06-22 17:17:00,AUD/USD,SELL,M15,loss,50.00,0.78,-50.00,0.58,QuantEdge Bot
2026-06-22 17:22:00,2026-06-22 17:27:00,GBP/USD OTC,BUY,M5,win,5.00,0.86,4.30,0.73,AlphaPips Room
2026-06-22 17:35:00,2026-06-22 17:50:00,EUR/USD,BUY,M15,loss,10.00,0.82,-10.00,0.65,Daily Binary Club
2026-06-22 17:56:00,2026-06-22 18:11:00,USD/JPY,BUY,M15,loss,20.00,0.83,-20.00,0.63,Daily Binary Club
2026-06-22 18:17:00,2026-06-22 18:22:00,EUR/USD,SELL,M5,win,25.00,0.84,21.00,0.81,AlphaPips Room
2026-06-22 19:55:00,2026-06-22 20:00:00,XAU/USD,BUY,M5,win,10.00,0.75,7.50,0.57,AlphaPips Room
2026-06-23 06:43:00,2026-06-23 06:58:00,BTC/USD,BUY,M15,win,5.00,0.71,3.55,0.88,Manual — own analysis
2026-06-23 08:15:00,2026-06-23 08:16:00,EUR/USD,SELL,M1,win,5.00,0.84,4.20,0.66,AlphaPips Room
2026-06-23 08:33:00,2026-06-23 08:38:00,USD/CAD,BUY,M5,win,20.00,0.79,15.80,0.57,AlphaPips Room
2026-06-23 09:49:00,2026-06-23 10:04:00,EUR/JPY,BUY,M15,loss,5.00,0.77,-5.00,0.86,TelegramVIPSignals
2026-06-23 14:19:00,2026-06-23 14:49:00,BTC/USD,SELL,M30,loss,10.00,0.70,-10.00,0.81,AlphaPips Room
2026-06-23 14:33:00,2026-06-23 14:36:00,GBP/JPY,BUY,M3,win,25.00,0.76,19.00,0.72,AlphaPips Room
2026-06-23 16:01:00,2026-06-23 16:06:00,GBP/USD,SELL,M5,win,20.00,0.77,15.40,0.94,Manual — own analysis
