timestamp,channel,author,message
2026-07-14 16:47:14,signals-general,PipHunter,"looking at the 15m and AUD/USD downtrend intact, not buying this dip sticking to my plan."
2026-07-14 18:15:13,eurusd-desk,tomas,"looking at the 15m and red across the board, EUR/USD OTC dumping 📉 thoughts?"
2026-07-14 18:28:45,signals-general,mo_analytics,"just checked and breakdown below support on EUR/USD OTC, going short could be a fakeout, watching."
2026-07-14 19:05:25,vip-room,sarah_k,"looking at the 15m and USD/JPY looking strong above support, taking a call on the M30 thoughts?"
2026-07-14 19:55:38,vip-room,NightOwlFX,"quick one — took a loss on GBP/JPY, -51.26. bad entry on my part"
2026-07-14 20:07:17,eurusd-desk,elena.trades,"USD/JPY rejected at resistance, putting on the M1 will post the result after."
2026-07-14 20:34:30,signals-general,dana_r,"just checked and that was a clean win on USD/JPY, +29.52 🚀 sticking to my plan."
2026-07-14 20:58:08,eurusd-desk,quiet_quant,"golden cross forming on EUR/USD 4h, long bias sticking to my plan."
2026-07-14 21:20:15,vip-room,sarah_k,"after that last one, death cross on GBP/USD, bearish for the session"
2026-07-15 05:11:51,vip-room,PipHunter,"rsi oversold on USD/JPY, expecting a reversal up same setup as yesterday."
2026-07-15 05:49:01,signals-general,NightOwlFX,"quick one — breakdown below support on EUR/JPY, going short chart's in the other channel."
2026-07-15 08:03:16,signals-general,sarah_k,"USD/JPY ranging, sitting this one out thoughts?"
2026-07-15 08:37:56,signals-general,NightOwlFX,"honestly took a loss on AUD/USD, -15.75. bad entry on my part chart's in the other channel."
2026-07-15 09:15:33,vip-room,elena.trades,"market's quiet, EUR/USD barely moving chart's in the other channel."
2026-07-15 10:38:17,vip-room,mo_analytics,"after that last one, anyone else watching XAU/USD today?"
2026-07-15 11:45:04,signals-general,NightOwlFX,"honestly GBP/JPY looking strong above support, taking a call on the M15 anyone agree?"
2026-07-15 11:54:16,eurusd-desk,PipHunter,"quick one — breakdown below support on EUR/JPY, going short"
2026-07-15 12:14:28,vip-room,elena.trades,"not sure but market's quiet, EUR/JPY barely moving let's see how it plays out."
2026-07-15 14:07:59,eurusd-desk,quiet_quant,"back at the desk. waiting for the news at 13:30 before touching GBP/USD anyone agree?"
2026-07-15 15:12:16,signals-general,mo_analytics,"hmm rsi oversold on EUR/USD, expecting a reversal up third time this week."
2026-07-15 15:16:57,eurusd-desk,kenji,"quick one — does anyone have data on GBP/USD OTC otc payouts? will post the result after."
2026-07-15 15:42:42,vip-room,mo_analytics,"looking at the 15m and golden cross forming on EUR/USD 4h, long bias thoughts?"
2026-07-15 16:28:24,signals-general,elena.trades,"honestly overbought rsi on GBP/USD OTC, expecting a drop sticking to my plan."
2026-07-15 17:29:45,signals-general,sarah_k,"honestly breakdown below support on USD/CAD, going short anyone agree?"
2026-07-15 17:50:42,vip-room,signals_vip_x,"DM me and I can manage your account, guaranteed profit no loss"
2026-07-15 19:31:59,eurusd-desk,kenji,"morning all, BTC/USD rejected at resistance, putting on the M1"
2026-07-15 21:24:44,vip-room,dana_r,"hmm breakdown below support on GBP/USD, going short let's see how it plays out."
2026-07-15 22:15:25,eurusd-desk,kenji,"back at the desk. death cross on GBP/USD OTC, bearish for the session let's see how it plays out."
2026-07-15 22:46:44,signals-general,NightOwlFX,"rsi oversold on EUR/USD, expecting a reversal up might be wrong on this one."
2026-07-16 09:16:53,signals-general,marcus_fx,"not sure but does anyone have data on EUR/USD otc payouts? let's see how it plays out."
2026-07-16 12:14:27,vip-room,quiet_quant,"honestly EUR/USD OTC looking strong above support, taking a call on the M3"
2026-07-16 12:36:06,signals-general,dana_r,"hmm USD/JPY holding the trendline nicely, call on M15 expiry thoughts?"
2026-07-16 13:56:16,eurusd-desk,kenji,"hmm EUR/JPY rejected at resistance, putting on the M15 could be a fakeout, watching."
2026-07-16 16:18:36,eurusd-desk,quiet_quant,"not sure but red across the board, EUR/USD dumping 📉 thoughts?"
2026-07-16 16:20:41,vip-room,dana_r,"after that last one, red across the board, GBP/JPY dumping 📉"
2026-07-16 16:29:57,eurusd-desk,PipHunter,"quick one — death cross on EUR/USD, bearish for the session third time this week."
2026-07-16 17:16:49,signals-general,kenji,"back at the desk. green candles stacking on GBP/USD, momentum is up 📈 sticking to my plan."
2026-07-16 17:37:22,vip-room,tomas,"not sure but how do you handle GBP/JPY during rollover? thoughts?"
2026-07-16 20:58:11,signals-general,quiet_quant,"EUR/USD rejected at resistance, putting on the M30"
2026-07-16 22:34:46,eurusd-desk,sarah_k,"back at the desk. took a loss on EUR/USD, -32.67. bad entry on my part same setup as yesterday."
2026-07-17 06:03:55,vip-room,PipHunter,"right, green candles stacking on EUR/JPY, momentum is up 📈 same setup as yesterday."
2026-07-17 07:55:00,vip-room,PipHunter,"ok so golden cross forming on EUR/USD OTC 4h, long bias"
2026-07-17 13:07:47,eurusd-desk,elena.trades,"fwiw that was a clean win on AUD/USD, +43.32 🚀 not touching it until the close."
2026-07-17 13:25:42,signals-general,kenji,"fwiw GBP/USD downtrend intact, not buying this dip thoughts?"
2026-07-17 13:33:34,vip-room,quiet_quant,"quick one — golden cross forming on EUR/JPY 4h, long bias third time this week."
2026-07-17 13:35:13,signals-general,sarah_k,"not sure but green candles stacking on USD/CAD, momentum is up 📈"
2026-07-17 18:17:40,eurusd-desk,PipHunter,"after that last one, golden cross forming on BTC/USD 4h, long bias"
2026-07-17 20:03:19,eurusd-desk,NightOwlFX,"just checked and took a loss on EUR/USD OTC, -41.01. bad entry on my part anyone agree?"
2026-07-17 21:02:11,vip-room,PipHunter,"green candles stacking on GBP/JPY, momentum is up 📈 chart's in the other channel."
2026-07-17 21:42:34,signals-general,kenji,"not sure but market's quiet, EUR/USD barely moving small size though."
2026-07-17 21:53:09,vip-room,mo_analytics,"after that last one, clean breakout on EUR/USD OTC, buying this one thoughts?"
2026-07-17 21:58:19,signals-general,quiet_quant,"right, GBP/USD ranging, sitting this one out not touching it until the close."
2026-07-17 22:40:25,vip-room,marcus_fx,"quick one — GBP/JPY looking strong above support, taking a call on the H1 small size though."
2026-07-18 12:23:34,eurusd-desk,PipHunter,"honestly breakdown below support on GBP/USD OTC, going short small size though."
2026-07-18 14:26:03,signals-general,quiet_quant,"honestly GBP/USD OTC looks weak here, sell chart's in the other channel."
2026-07-18 21:14:10,eurusd-desk,sarah_k,"morning all, anyone else watching EUR/JPY today? thoughts?"
2026-07-19 09:00:53,signals-general,dana_r,"hmm EUR/USD holding the trendline nicely, call on M15 expiry same setup as yesterday."
2026-07-19 09:28:14,eurusd-desk,mo_analytics,"fwiw death cross on BTC/USD, bearish for the session same setup as yesterday."
2026-07-19 19:06:29,vip-room,sarah_k,"golden cross forming on GBP/JPY 4h, long bias same setup as yesterday."
2026-07-19 21:17:16,eurusd-desk,elena.trades,"green candles stacking on EUR/JPY, momentum is up 📈 could be a fakeout, watching."
2026-07-19 22:15:37,signals-general,marcus_fx,"fwiw clean breakout on EUR/USD, buying this one could be a fakeout, watching."
2026-07-19 22:37:07,signals-general,tomas,"morning all, waiting for the news at 13:30 before touching EUR/USD third time this week."
2026-07-20 05:32:48,eurusd-desk,dana_r,"looking at the 15m and golden cross forming on USD/JPY 4h, long bias"
2026-07-20 05:47:42,signals-general,mo_analytics,"looking at the 15m and overbought rsi on BTC/USD, expecting a drop will post the result after."
2026-07-20 06:04:15,vip-room,elena.trades,"just checked and overbought rsi on EUR/USD, expecting a drop"
2026-07-20 08:53:45,signals-general,dana_r,"honestly BTC/USD rejected at resistance, putting on the M15 small size though."
2026-07-20 10:14:58,eurusd-desk,PipHunter,"red across the board, USD/JPY dumping 📉 let's see how it plays out."
2026-07-20 11:37:41,vip-room,NightOwlFX,"hmm red across the board, USD/JPY dumping 📉"
2026-07-20 12:19:13,eurusd-desk,PipHunter,"just checked and GBP/JPY bounced off the demand zone — bullish for me thoughts?"
2026-07-20 12:25:59,eurusd-desk,signals_vip_x,"🚀🚀🚀 JOIN MY VIP GROUP 100% ACCURACY GUARANTEED 🚀🚀🚀 t.me/fakevipsignals"
2026-07-20 13:04:50,vip-room,kenji,"fwiw green candles stacking on EUR/JPY, momentum is up 📈"
2026-07-20 15:06:36,vip-room,PipHunter,"just checked and GBP/USD OTC holding the trendline nicely, call on M3 expiry anyone agree?"
2026-07-20 15:19:32,eurusd-desk,quiet_quant,"death cross on GBP/USD, bearish for the session small size though."
2026-07-20 15:49:28,vip-room,sarah_k,"morning all, sideways chop on EUR/USD, no clean setup will post the result after."
2026-07-20 16:06:09,vip-room,dana_r,"right, breakdown below support on GBP/JPY, going short anyone agree?"
2026-07-20 16:35:53,signals-general,marcus_fx,"not sure but anyone else watching EUR/USD today? let's see how it plays out."
2026-07-20 17:57:53,eurusd-desk,kenji,"hmm market's quiet, GBP/JPY barely moving thoughts?"
2026-07-20 19:12:21,vip-room,marcus_fx,"quick one — red across the board, GBP/JPY dumping 📉 same setup as yesterday."
2026-07-20 19:26:26,vip-room,mo_analytics,"morning all, that was a clean win on XAU/USD, +39.79 🚀 anyone agree?"
2026-07-20 19:37:44,vip-room,tomas,"ok so green candles stacking on GBP/USD, momentum is up 📈"
2026-07-20 21:49:47,vip-room,NightOwlFX,"fwiw does anyone have data on GBP/USD OTC otc payouts? thoughts?"
2026-07-20 21:59:18,signals-general,sarah_k,"back at the desk. EUR/JPY looks weak here, sell small size though."
2026-07-20 22:44:16,signals-general,marcus_fx,"right, green candles stacking on GBP/USD, momentum is up 📈 same setup as yesterday."
2026-07-21 05:36:44,vip-room,tomas,"morning all, clean breakout on AUD/USD, buying this one let's see how it plays out."
2026-07-21 06:11:10,signals-general,kenji,"just checked and red across the board, EUR/USD OTC dumping 📉 not touching it until the close."
2026-07-21 06:35:19,vip-room,tomas,"just checked and GBP/USD OTC looks weak here, sell third time this week."
2026-07-21 07:41:26,signals-general,tomas,"fwiw waiting for the news at 13:30 before touching EUR/USD will post the result after."
2026-07-21 08:05:07,eurusd-desk,dana_r,"after that last one, green candles stacking on BTC/USD, momentum is up 📈 not touching it until the close."
2026-07-21 12:41:25,signals-general,NightOwlFX,"looking at the 15m and golden cross forming on AUD/USD 4h, long bias"
2026-07-21 16:44:26,vip-room,dana_r,"after that last one, BTC/USD bounced off the demand zone — bullish for me let's see how it plays out."
2026-07-21 16:52:13,vip-room,dana_r,"ok so overbought rsi on GBP/USD, expecting a drop could be a fakeout, watching."
2026-07-21 20:00:09,vip-room,elena.trades,"fwiw rsi oversold on EUR/USD OTC, expecting a reversal up could be a fakeout, watching."
2026-07-21 20:50:54,vip-room,dana_r,"ok so green candles stacking on USD/JPY, momentum is up 📈 third time this week."
2026-07-21 20:57:02,eurusd-desk,quiet_quant,"back at the desk. overbought rsi on EUR/USD, expecting a drop small size though."
2026-07-22 05:10:41,eurusd-desk,sarah_k,"looking at the 15m and AUD/USD downtrend intact, not buying this dip chart's in the other channel."
2026-07-22 06:13:55,eurusd-desk,NightOwlFX,"hmm does anyone have data on GBP/USD otc payouts?"
2026-07-22 08:11:46,vip-room,sarah_k,"back at the desk. death cross on EUR/USD, bearish for the session"
2026-07-22 10:10:18,signals-general,NightOwlFX,"quick one — rsi oversold on AUD/USD, expecting a reversal up"
2026-07-22 12:32:04,signals-general,quiet_quant,"morning all, market's quiet, EUR/USD barely moving"
2026-07-22 12:39:18,signals-general,quiet_quant,"ok so golden cross forming on EUR/USD OTC 4h, long bias"
2026-07-22 13:55:40,eurusd-desk,NightOwlFX,"honestly overbought rsi on GBP/USD, expecting a drop might be wrong on this one."
2026-07-22 14:49:01,vip-room,sarah_k,"hmm GBP/USD looks weak here, sell sticking to my plan."
2026-07-22 15:38:20,signals-general,elena.trades,"looking at the 15m and EUR/USD OTC bounced off the demand zone — bullish for me could be a fakeout, watching."
2026-07-22 16:06:33,eurusd-desk,NightOwlFX,"hmm GBP/USD OTC downtrend intact, not buying this dip let's see how it plays out."
2026-07-22 16:40:34,signals-general,PipHunter,"not sure but breakdown below support on EUR/USD, going short will post the result after."
2026-07-22 16:55:40,eurusd-desk,quiet_quant,"quick one — EUR/USD OTC downtrend intact, not buying this dip will post the result after."
2026-07-22 16:57:08,eurusd-desk,tomas,"back at the desk. EUR/USD OTC bounced off the demand zone — bullish for me small size though."
2026-07-22 17:03:38,signals-general,sarah_k,"right, anyone else watching EUR/USD today? let's see how it plays out."
2026-07-22 18:02:50,eurusd-desk,dana_r,"honestly USD/JPY holding the trendline nicely, call on M30 expiry chart's in the other channel."
2026-07-22 18:08:17,eurusd-desk,tomas,"not sure but overbought rsi on EUR/USD OTC, expecting a drop"
2026-07-22 19:35:41,signals-general,quiet_quant,"EUR/JPY holding the trendline nicely, call on H1 expiry"
2026-07-22 22:08:59,signals-general,signals_vip_x,"sign up bonus with my link — double your money in a week, use promo code WIN2X"
2026-07-22 22:15:22,vip-room,PipHunter,"just checked and golden cross forming on EUR/USD OTC 4h, long bias small size though."
2026-07-22 22:24:00,signals-general,marcus_fx,"EUR/USD holding the trendline nicely, call on M3 expiry will post the result after."
2026-07-23 05:30:46,vip-room,marcus_fx,"after that last one, red across the board, XAU/USD dumping 📉 thoughts?"
2026-07-23 07:21:51,eurusd-desk,quiet_quant,"how do you handle USD/JPY during rollover?"
2026-07-23 07:34:18,eurusd-desk,kenji,"took a loss on USD/JPY, -38.32. bad entry on my part"
2026-07-23 08:02:04,signals-general,tomas,"just checked and green candles stacking on EUR/USD, momentum is up 📈 not touching it until the close."
2026-07-23 09:14:33,vip-room,NightOwlFX,"not sure but took a loss on EUR/USD, -49.59. bad entry on my part same setup as yesterday."
2026-07-23 11:31:28,vip-room,dana_r,"XAU/USD looks weak here, sell might be wrong on this one."
2026-07-23 12:58:26,eurusd-desk,NightOwlFX,"ok so that was a clean win on EUR/USD, +45.72 🚀 chart's in the other channel."
2026-07-23 13:22:29,signals-general,dana_r,"ok so took a loss on EUR/USD, -17.25. bad entry on my part let's see how it plays out."
2026-07-23 14:14:41,vip-room,quiet_quant,"honestly AUD/USD ranging, sitting this one out"
2026-07-23 15:08:50,vip-room,marcus_fx,"hmm GBP/JPY holding the trendline nicely, call on M30 expiry anyone agree?"
2026-07-23 16:16:59,vip-room,quiet_quant,"EUR/JPY bounced off the demand zone — bullish for me same setup as yesterday."
2026-07-23 16:30:44,eurusd-desk,mo_analytics,"not sure but rsi oversold on BTC/USD, expecting a reversal up sticking to my plan."
2026-07-23 17:26:47,eurusd-desk,quiet_quant,"fwiw rsi oversold on GBP/USD, expecting a reversal up let's see how it plays out."
2026-07-23 17:49:33,eurusd-desk,marcus_fx,"after that last one, green candles stacking on EUR/USD, momentum is up 📈 could be a fakeout, watching."
2026-07-23 19:28:49,eurusd-desk,quiet_quant,"hmm BTC/USD rejected at resistance, putting on the M5 thoughts?"
2026-07-23 19:46:43,signals-general,kenji,"after that last one, EUR/USD looks weak here, sell will post the result after."
2026-07-23 20:34:20,signals-general,dana_r,"back at the desk. USD/CAD rejected at resistance, putting on the M1 chart's in the other channel."
2026-07-23 21:09:51,vip-room,dana_r,"back at the desk. overbought rsi on EUR/USD, expecting a drop same setup as yesterday."
2026-07-23 21:10:53,vip-room,elena.trades,"not sure but clean breakout on GBP/USD, buying this one chart's in the other channel."
2026-07-23 21:27:01,signals-general,kenji,"not sure but took a loss on AUD/USD, -56.76. bad entry on my part chart's in the other channel."
2026-07-23 22:15:14,eurusd-desk,dana_r,"back at the desk. breakdown below support on EUR/USD, going short same setup as yesterday."
2026-07-24 05:37:51,vip-room,dana_r,"fwiw what timeframe are you all using for BTC/USD? could be a fakeout, watching."
2026-07-24 08:14:02,signals-general,tomas,"back at the desk. BTC/USD downtrend intact, not buying this dip sticking to my plan."
2026-07-24 08:22:56,vip-room,elena.trades,"XAU/USD holding the trendline nicely, call on M5 expiry let's see how it plays out."
2026-07-24 09:13:59,vip-room,marcus_fx,"anyone else watching USD/CAD today? chart's in the other channel."
2026-07-24 09:21:49,eurusd-desk,elena.trades,"EUR/USD bounced off the demand zone — bullish for me could be a fakeout, watching."
2026-07-24 10:05:56,eurusd-desk,mo_analytics,"honestly death cross on USD/JPY, bearish for the session third time this week."
2026-07-24 11:50:11,eurusd-desk,PipHunter,"back at the desk. BTC/USD looking strong above support, taking a call on the M3 thoughts?"
2026-07-24 12:18:22,vip-room,tomas,"fwiw golden cross forming on GBP/JPY 4h, long bias same setup as yesterday."
2026-07-24 13:59:01,vip-room,NightOwlFX,"not sure but GBP/JPY bounced off the demand zone — bullish for me might be wrong on this one."
2026-07-24 14:41:06,vip-room,marcus_fx,"just checked and death cross on GBP/USD OTC, bearish for the session small size though."
2026-07-24 14:41:56,vip-room,NightOwlFX,"clean breakout on EUR/USD, buying this one small size though."
2026-07-24 16:15:00,vip-room,tomas,"just checked and waiting for the news at 13:30 before touching USD/JPY let's see how it plays out."
2026-07-24 16:20:08,eurusd-desk,PipHunter,"EUR/JPY rejected at resistance, putting on the M3"
2026-07-24 16:24:58,vip-room,dana_r,"back at the desk. what timeframe are you all using for USD/CAD? might be wrong on this one."
2026-07-24 16:40:13,vip-room,NightOwlFX,"breakdown below support on GBP/USD, going short might be wrong on this one."
2026-07-24 17:32:38,signals-general,promo_bot,"DM me and I can manage your account, guaranteed profit no loss"
2026-07-24 18:37:46,eurusd-desk,PipHunter,"ok so sideways chop on EUR/USD, no clean setup"
2026-07-24 19:37:53,vip-room,dana_r,"morning all, red across the board, EUR/USD dumping 📉 could be a fakeout, watching."
2026-07-24 20:07:25,signals-general,sarah_k,"not sure but GBP/USD bounced off the demand zone — bullish for me third time this week."
2026-07-24 22:25:21,vip-room,marcus_fx,"red across the board, USD/CAD dumping 📉 same setup as yesterday."
2026-07-24 22:29:04,signals-general,marcus_fx,"quick one — golden cross forming on AUD/USD 4h, long bias anyone agree?"
2026-07-24 22:36:14,eurusd-desk,NightOwlFX,"honestly breakdown below support on USD/JPY, going short could be a fakeout, watching."
